Country	Sector	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024
France	Agriculture, forestry and fishing	29241.90	30636.00	30048.00	28319.20	29176.20	27888.00	26343.90	29392.30	28264.10	23857.60	29958.70	31991.50	31866.10	28866.50	31477.80	33100.30	29861.40	32884.70	36063.00	34252.40	33856.90	36702.20	45653.30	41967.30	37952.70
France	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	38644.80	40295.80	42642.00	44347.30	46500.20	47963.10	50262.00	51789.20	53202.90	53479.30	54862.30	55779.30	56929.60	57752.00	58848.30	58741.80	59726.10	61634.40	62708.30	65131.90	57312.70	61443.80	71751.50	76277.10	81096.50
France	Construction	63307.00	67480.10	70456.80	74025.80	79582.80	84853.70	93099.90	103408.50	112239.50	108165.00	107679.00	111437.50	109255.60	112095.30	110608.20	108442.20	108197.50	112914.00	116209.90	123120.20	116007.00	125991.10	130929.30	143658.90	145993.20
France	Financial and insurance activities	52357.90	48894.20	50529.90	50719.80	55403.30	58407.80	62055.90	65530.40	62749.60	66664.20	78776.00	76431.00	76201.90	80871.10	82979.70	83543.30	81608.30	75283.70	81059.80	78350.80	79816.90	85211.70	87940.10	73494.20	80575.00
France	Industry (except construction)	248027.80	250224.20	250956.10	249192.10	254019.40	256194.70	257992.80	262828.70	258567.50	240670.00	243522.20	253149.20	255535.40	260450.40	262884.00	271001.10	269947.60	270903.60	277731.20	288093.10	261238.00	277505.60	287583.60	368255.60	356525.90
France	Information and communication	69424.60	74476.20	79919.70	81078.40	84706.90	85827.30	90052.50	93229.60	95323.90	93289.60	93632.80	94848.10	94718.80	94506.30	94762.00	97967.40	101623.70	106844.20	112243.70	117186.40	115434.50	124843.40	131672.50	137245.60	144675.10
France	Professional, scientific and technical activities; administrative and support service activities	162475.50	171277.60	176364.00	182360.50	190038.30	200704.50	215383.50	230293.10	240049.70	224902.60	234900.30	248172.50	249214.80	251853.20	256971.70	264597.10	273770.70	285631.40	297564.80	311391.20	293333.00	319626.30	343758.50	367139.60	387340.00
France	Public administration, defence, education, human health and social work activities	270662.00	280806.60	294807.00	306776.50	319212.40	333102.10	345043.50	359300.70	372404.80	386530.30	395479.50	408022.00	416840.40	426695.10	434009.40	437895.00	443863.30	454297.70	459589.50	467691.30	471588.30	501978.30	521099.80	540282.90	564608.90
France	Real estate activities	158094.00	168083.50	171324.60	179669.30	194140.90	209382.30	227217.60	244201.50	254335.90	243415.30	245910.20	252469.50	258494.20	262301.80	266766.00	272056.90	278972.70	286281.30	292014.80	300545.40	303856.60	310139.40	325412.40	369571.50	380260.90
France	Total - all NACE activities	1319254.30	1373817.10	1417481.70	1457776.70	1521910.00	1579667.70	1649439.90	1736159.90	1787460.60	1743573.30	1792597.60	1845782.10	1866716.60	1894345.00	1921806.40	1960327.30	1983737.70	2029705.80	2081977.90	2150689.80	2056545.20	2212764.40	2368609.40	2538450.40	2611095.00
France	Wholesale and retail trade, transport, accommodation and food service activities	227018.80	241642.90	250433.60	261287.80	269129.60	275344.20	281988.30	296185.90	310322.70	302599.40	307876.60	313481.50	317659.80	318953.30	322499.30	332982.20	336166.40	343030.80	346792.90	364927.10	324101.30	369322.60	422808.40	420557.70	432066.80
Germany	Agriculture, forestry and fishing	21215.00	23785.00	20040.00	18584.00	21758.00	16886.00	17386.00	20899.00	21673.00	16720.00	20294.00	25399.00	25513.00	26576.00	27326.00	21872.00	23342.00	28665.00	25496.00	29470.00	25144.00	27761.00	39680.00	39204.00	39584.00
Germany	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	79388.00	81088.00	82034.00	82375.00	84875.00	86629.00	90158.00	91681.00	95578.00	94695.00	94913.00	96888.00	98336.00	98551.00	101299.00	104551.00	105345.00	107004.00	108809.00	113220.00	98277.00	99741.00	119634.00	128943.00	133342.00
Germany	Construction	96972.00	91986.00	87922.00	84137.00	81661.00	78899.00	81514.00	85545.00	88250.00	89402.00	94401.00	100001.00	104485.00	107809.00	111828.00	113982.00	120757.00	127357.00	137055.00	143419.00	154717.00	162155.00	173942.00	187208.00	193155.00
Germany	Financial and insurance activities	81120.00	83222.00	90726.00	101168.00	114215.00	112020.00	111765.00	105857.00	98179.00	110761.00	115367.00	118868.00	121913.00	119300.00	120155.00	124832.00	122325.00	121140.00	120446.00	125949.00	128334.00	138836.00	135040.00	149169.00	152686.00
Germany	Industry (except construction)	483438.00	491554.00	485669.00	489975.00	510829.00	518508.00	555602.00	587119.00	586083.00	505113.00	586538.00	621874.00	638585.00	633977.00	663715.00	684747.00	715533.00	738434.00	750664.00	760058.00	716084.00	764213.00	845760.00	943392.00	916055.00
Germany	Information and communication	88773.00	97122.00	99656.00	91980.00	98624.00	97866.00	103816.00	109219.00	108572.00	103915.00	101827.00	111020.00	115349.00	120807.00	125427.00	128329.00	129800.00	137066.00	148381.00	155567.00	155462.00	167800.00	168244.00	185650.00	191267.00
Germany	Professional, scientific and technical activities; administrative and support service activities	209114.00	216736.00	221641.00	221406.00	220264.00	227314.00	235777.00	253238.00	262575.00	240710.00	255033.00	259644.00	268385.00	286317.00	300200.00	313807.00	330260.00	350540.00	369643.00	368028.00	359083.00	397006.00	429659.00	465179.00	480147.00
Germany	Public administration, defence, education, human health and social work activities	339843.00	348960.00	362543.00	367270.00	372203.00	376956.00	382468.00	388176.00	401583.00	418566.00	432262.00	444837.00	459448.00	474901.00	494743.00	511493.00	532449.00	556881.00	578195.00	610279.00	629685.00	651072.00	691997.00	733621.00	770504.00
Germany	Real estate activities	206688.00	217079.00	223394.00	223920.00	225336.00	232110.00	245382.00	257835.00	267636.00	263427.00	264734.00	281022.00	276608.00	287595.00	293879.00	304542.00	311455.00	317987.00	322425.00	329105.00	333172.00	339710.00	346060.00	374433.00	387275.00
Germany	Total - all NACE activities	1915279.00	1977509.00	2003527.00	2015904.00	2069017.00	2095171.00	2184869.00	2275687.00	2316889.00	2223746.00	2341162.00	2451563.00	2499101.00	2555938.00	2662091.00	2753317.00	2852146.00	2977318.00	3069316.00	3161673.00	3100097.00	3294085.00	3591874.00	3853937.00	3921311.00
Germany	Wholesale and retail trade, transport, accommodation and food service activities	308728.00	325977.00	329902.00	335089.00	339252.00	347983.00	361001.00	376118.00	386760.00	380437.00	375793.00	392010.00	390479.00	400105.00	423519.00	445162.00	460880.00	492244.00	508202.00	526578.00	500139.00	545791.00	641858.00	647138.00	657296.00
Greece	Agriculture, forestry and fishing	7584.00	7906.00	8296.30	9269.00	8594.60	8720.40	7041.00	7233.30	6911.50	6855.90	6515.90	6230.10	6356.00	5969.40	6221.40	6701.60	6032.60	6655.70	6368.00	6780.40	6574.00	6518.70	7801.40	7529.30	7884.00
Greece	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	3536.90	4041.50	4671.90	4644.90	5216.80	5911.90	6215.00	6878.20	7092.30	7759.90	6143.50	5546.10	5417.60	5289.30	5134.40	5031.20	4924.40	5160.70	5600.30	5843.60	4645.00	5354.00	6068.80	6518.70	6778.50
Greece	Construction	8071.20	8796.30	9280.00	13026.30	14862.30	11225.80	17902.40	15742.00	12220.30	11279.60	8747.70	5834.90	4239.00	4453.20	3001.30	3201.70	2881.00	1930.40	2330.20	2458.00	2374.40	3025.80	3526.50	4172.70	4477.00
Greece	Financial and insurance activities	5638.80	5070.00	5763.60	6685.80	8168.10	8534.20	8924.80	9049.60	8982.30	9510.00	9366.70	8538.00	6157.10	7003.30	8146.70	7859.00	8622.30	8728.70	8133.20	8057.30	7679.10	7973.30	8980.60	12708.30	12837.80
Greece	Industry (except construction)	17721.10	19441.30	20950.30	22674.40	23820.40	24613.90	26031.80	27239.70	27579.70	26431.00	24937.40	23423.20	23273.80	22378.40	21902.80	22121.80	22074.40	22093.60	22378.70	22382.20	21576.30	24238.10	31180.50	30241.60	32009.80
Greece	Information and communication	3717.70	4019.10	4366.80	4373.20	4754.70	4949.60	5773.30	5985.30	6093.80	6322.90	6270.00	5668.30	5183.50	4802.70	4341.80	4498.60	4627.00	4794.00	4862.20	5165.30	5671.50	6142.10	6468.10	6778.30	7108.10
Greece	Professional, scientific and technical activities; administrative and support service activities	7320.60	7822.60	8962.20	9972.00	10937.10	11079.10	12332.60	13451.90	14258.00	13530.00	10915.10	9489.60	8698.60	8111.90	7859.10	7828.50	7557.30	7824.90	8107.60	8685.80	7962.70	9502.30	10636.80	11985.80	12969.50
Greece	Public administration, defence, education, human health and social work activities	19865.40	22317.60	24700.90	26376.00	30501.00	32488.80	34945.00	37743.90	40253.80	43811.30	42086.40	38155.80	35532.20	32475.80	31765.00	31587.30	31104.30	31014.50	31187.00	31453.30	31207.30	32161.60	33339.90	34618.30	35962.50
Greece	Real estate activities	16384.70	17765.60	19989.80	20053.00	20571.70	22712.00	25043.50	27919.00	31416.60	32493.10	33015.40	32326.90	29834.10	28428.40	27662.00	28353.10	27466.30	27439.40	26825.80	29184.00	27003.80	28546.00	29475.40	32385.80	34184.20
Greece	Total - all NACE activities	122577.40	130715.20	141238.90	155704.50	169962.40	174351.60	189484.40	201855.10	210563.90	209179.30	197195.60	178347.30	163766.20	157795.30	155355.40	154780.60	152015.60	154782.30	156634.90	160732.60	147236.30	161015.40	183408.70	196528.10	205920.30
Greece	Wholesale and retail trade, transport, accommodation and food service activities	32737.10	33535.00	34257.10	38629.90	42535.60	44116.00	45275.10	50612.30	55755.70	51185.50	49197.50	43134.40	39074.40	38882.90	39321.00	37597.80	36726.00	39140.30	40842.00	40722.70	32542.00	37553.60	45930.80	49589.30	51709.00
Hungary	Agriculture, forestry and fishing	2598.80	3021.10	3136.90	2943.20	3651.00	3389.90	3257.00	3570.50	3766.10	2828.00	2994.00	4052.00	3887.70	4009.30	4195.20	4244.80	4509.50	4769.50	4741.50	4900.20	4672.40	5358.70	5297.60	5740.70	4889.40
Hungary	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	1350.90	1660.10	2055.80	1944.10	2051.20	2278.70	2255.30	2551.60	2764.80	2384.20	2466.00	2441.20	2346.60	2460.20	2495.50	2674.30	2802.50	3164.90	3338.80	3666.50	3028.60	3543.60	3934.00	4640.50	5225.40
Hungary	Construction	2217.10	2805.40	3601.70	3523.10	3833.00	4509.70	4263.00	4324.60	4535.70	3889.80	3505.80	3502.70	3240.60	3492.20	3761.10	4006.20	3530.20	4591.50	5836.20	7192.70	6698.00	8052.50	9203.30	10505.30	10612.40
Hungary	Financial and insurance activities	1535.40	1775.90	2232.90	2418.20	2732.30	3316.00	3743.10	3974.30	4058.10	3932.40	4087.10	4102.50	3905.10	3614.20	3636.70	3560.00	3604.40	3975.10	4267.40	4918.80	4788.90	5346.30	5718.10	6948.60	7450.10
Hungary	Industry (except construction)	11641.70	13480.30	15633.50	16381.50	18690.20	20250.30	20785.90	23020.00	23372.90	19843.80	21610.60	22132.60	21804.30	22117.90	23553.70	25777.90	26141.20	27416.10	28267.50	29110.80	27150.90	28981.60	31867.00	40018.60	38629.10
Hungary	Information and communication	2213.20	2520.40	3155.50	3420.30	3627.80	4035.70	4126.40	4719.10	4960.20	4504.50	4505.80	4581.10	4468.30	4533.30	4626.50	4614.10	4810.70	5253.00	5647.10	6133.80	6079.50	7002.30	7153.40	8839.70	9661.00
Hungary	Professional, scientific and technical activities; administrative and support service activities	3074.50	3968.80	4924.60	5202.90	5722.60	6400.10	6678.00	7141.10	7990.80	7110.40	7553.00	7816.50	7513.40	7770.30	7962.50	8657.30	9276.20	10689.30	11562.50	12662.70	11558.30	13416.90	14488.30	17631.60	19010.90
Hungary	Public administration, defence, education, human health and social work activities	7669.40	9033.60	11307.80	12558.90	13356.90	14469.70	14312.60	15385.30	16345.00	14386.20	14684.90	14437.00	14262.40	14653.90	15107.50	15972.80	17264.10	18605.20	19450.60	20737.00	20323.30	22056.60	23873.70	27031.80	28995.40
Hungary	Real estate activities	3764.90	4349.20	5047.10	5276.30	5615.70	6186.20	6282.50	7105.00	7652.60	7170.90	8180.90	8145.10	7678.10	7663.40	7610.50	7992.90	8783.50	9782.00	10902.60	12521.60	12241.50	13811.70	16612.80	19545.60	21013.10
Hungary	Total - all NACE activities	43739.40	51920.20	62321.30	64746.90	71723.20	78414.60	79911.30	88047.40	92757.40	80245.30	84489.80	86763.20	84120.90	86312.40	89860.30	95094.50	98958.30	107927.70	115429.90	124603.00	117436.90	131296.30	143759.00	171358.80	177298.90
Hungary	Wholesale and retail trade, transport, accommodation and food service activities	7673.60	9305.30	11225.60	11078.50	12442.50	13578.30	14207.50	16256.10	17311.20	14195.00	14901.80	15552.40	15014.50	15997.70	16911.10	17594.20	18235.90	19681.10	21415.70	22758.70	20895.50	23726.20	25610.80	30456.40	31812.10
Iceland	Agriculture, forestry and fishing	681.70	684.80	741.60	650.00	588.10	643.20	666.10	665.40	540.50	530.10	654.50	703.20	754.70	708.20	711.10	838.00	865.60	832.50	959.40	963.60	888.00	930.10	1135.30	1227.60	1224.90
Iceland	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	202.40	186.70	214.30	226.00	236.40	273.00	247.30	379.20	269.00	237.30	268.50	287.00	296.10	319.90	345.20	407.60	477.30	559.90	641.50	639.80	483.30	577.10	754.90	807.60	838.70
Iceland	Construction	772.90	674.90	702.20	712.50	878.60	1209.00	1313.90	1386.50	847.50	398.30	424.80	424.50	469.40	519.80	658.00	788.00	1163.20	1471.60	1589.00	1528.30	1337.60	1379.30	1791.50	2062.10	2218.90
Iceland	Financial and insurance activities	461.60	451.70	531.50	541.80	713.00	1117.50	1394.80	1927.00	921.40	940.50	731.90	611.80	840.60	769.30	890.00	927.20	1068.10	1231.80	1068.90	1088.70	1018.20	1153.20	1356.20	1381.30	1554.10
Iceland	Industry (except construction)	1458.40	1566.10	1489.90	1438.10	1518.50	1607.30	1778.80	1784.80	1677.70	1436.50	1872.80	2033.30	1966.70	2033.40	2151.40	2396.10	2557.20	2853.30	2868.60	2838.70	2604.70	3245.90	4169.60	3812.90	3966.70
Iceland	Information and communication	476.50	438.40	464.50	485.90	519.30	628.90	626.50	572.20	378.50	328.00	358.40	409.00	408.50	495.50	532.30	655.70	785.60	882.70	942.10	987.70	953.20	1061.10	1281.50	1304.80	1351.60
Iceland	Professional, scientific and technical activities; administrative and support service activities	531.00	513.00	562.20	619.50	632.30	757.60	697.20	852.90	665.80	555.20	631.40	678.20	709.80	763.40	931.20	1174.20	1434.10	1645.60	1665.50	1850.50	1317.80	1589.90	2232.90	2437.30	2467.80
Iceland	Public administration, defence, education, human health and social work activities	1756.40	1687.30	1923.40	2050.40	2129.70	2511.20	2477.20	2688.30	2093.90	1802.90	1929.90	2030.60	2146.20	2276.20	2494.80	2901.00	3426.30	4067.50	4062.10	4078.60	4043.70	4355.50	5066.50	5349.60	5529.60
Iceland	Real estate activities	653.60	605.70	699.10	771.50	911.40	1099.00	1105.40	1446.90	1065.00	1007.00	1113.30	1113.00	1164.40	1258.20	1398.90	1571.40	1894.60	2272.00	2325.40	2309.60	2145.30	2319.20	2741.60	2987.20	3277.50
Iceland	Total - all NACE activities	8584.40	8225.60	8871.80	8991.40	9760.40	11802.80	12090.20	13888.40	9935.00	8549.50	9482.70	9953.80	10423.00	10975.10	12221.10	14339.10	17093.30	19743.60	20158.00	20085.00	17408.40	19920.90	24989.20	26276.30	27369.40
Iceland	Wholesale and retail trade, transport, accommodation and food service activities	1589.90	1416.90	1543.10	1495.70	1633.00	1955.90	1783.10	2185.20	1475.60	1313.80	1497.10	1663.20	1666.50	1831.30	2108.20	2680.00	3421.20	3926.60	4035.50	3799.40	2616.50	3309.70	4459.10	4905.90	4939.60
Ireland	Agriculture, forestry and fishing	2717.70	2434.30	2360.00	2154.50	2459.70	1760.20	1703.40	2055.90	1592.00	945.80	1598.00	2085.80	1742.00	1957.10	2441.90	2365.30	2555.00	3453.10	3110.60	3469.80	3851.50	4633.00	6107.10	4444.00	5746.90
Ireland	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	2069.70	2365.00	2628.40	2878.00	3022.10	3207.30	3667.60	4081.00	3948.40	3613.50	3582.70	3387.80	3292.10	3486.80	3572.20	3590.70	3679.00	4289.40	4547.50	4734.40	3836.10	4451.80	5763.20	6060.50	5887.50
Ireland	Construction	6931.00	8081.40	8671.80	9933.10	11947.10	14622.00	17365.00	16062.10	11049.20	4170.50	2342.30	2069.90	3037.40	3813.60	4792.80	5310.80	6188.50	8000.30	8645.30	9461.00	8699.90	10129.70	12242.50	13563.70	14312.00
Ireland	Financial and insurance activities	7200.70	8151.20	8866.90	11444.20	12829.80	14604.30	15869.50	17406.90	16421.10	16043.70	17479.20	15608.80	15019.60	13377.20	15674.40	16731.40	15368.40	16345.20	17035.30	17039.20	15883.40	19936.30	17573.30	23162.60	27081.70
Ireland	Industry (except construction)	27246.40	33530.40	39070.60	37028.50	36128.00	36528.20	38258.50	40155.10	37504.90	39246.50	36726.00	40001.70	39464.80	39791.20	44210.20	99355.20	94580.20	103795.70	114847.30	121056.80	133228.20	160488.50	199983.80	164863.50	174970.20
Ireland	Information and communication	7764.30	7843.90	7784.70	8438.30	9495.40	10238.20	10294.90	11382.10	12751.80	12752.40	14008.30	14313.30	15763.20	17199.40	19476.20	23441.00	25384.70	32074.80	40088.60	51162.90	61551.20	79588.80	87796.00	101202.10	111214.90
Ireland	Professional, scientific and technical activities; administrative and support service activities	6244.00	6923.80	7051.10	8171.10	9527.10	12181.80	13388.30	14928.20	14487.90	13161.20	13918.30	15743.90	16057.70	19777.50	23943.90	28537.10	30071.50	34505.90	37749.40	42300.30	41874.80	44558.30	52033.00	58992.30	62395.70
Ireland	Public administration, defence, education, human health and social work activities	12854.80	14860.40	16861.60	19032.70	20970.90	22685.70	24857.30	27246.30	29536.70	29486.80	27923.30	28077.00	28202.50	27853.10	28386.60	29210.40	30142.10	32006.30	33683.70	35945.60	36532.50	39731.50	43440.90	47771.10	50720.40
Ireland	Real estate activities	6867.80	8046.40	9264.70	9642.50	9735.40	10014.10	11083.10	12884.20	12789.50	8275.90	9854.40	10280.50	11321.90	12066.30	13258.60	14617.50	15582.00	16705.10	18868.80	20316.80	20235.10	22215.80	25515.90	27429.00	30767.80
Ireland	Total - all NACE activities	96721.80	108813.80	120604.60	128986.90	137429.20	149522.70	162578.10	175065.90	167335.00	152335.90	152323.70	158278.80	161459.80	169095.00	186168.00	254663.70	257066.10	286712.90	315068.20	343049.30	358665.20	422643.40	496977.90	499273.90	535877.40
Ireland	Wholesale and retail trade, transport, accommodation and food service activities	16825.40	16577.00	18044.80	20263.90	21313.70	23680.90	26090.50	28864.10	27253.50	24639.40	24891.20	26710.10	27558.60	29772.70	30411.20	31504.30	33514.80	35536.90	36491.60	37562.50	32972.40	36909.50	46522.30	51785.20	52780.10
Italy	Agriculture, forestry and fishing	31836.00	32478.60	32062.50	32918.90	34135.60	30432.10	30286.10	30717.70	30787.00	28546.90	28626.00	30646.30	31169.90	33362.20	31220.30	33124.60	31525.40	33030.80	33022.60	32810.00	32198.10	33780.40	37771.00	39840.80	44398.80
Italy	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	40047.40	42082.60	43058.60	44113.00	46182.70	47621.10	49398.60	51491.70	53950.60	55795.00	57619.50	60131.20	58812.10	58669.50	59420.30	59770.50	60473.90	61640.40	61734.80	61897.30	53265.00	55937.60	62118.80	66532.90	68006.20
Italy	Construction	53815.30	59583.70	64146.10	69102.00	74592.30	79023.40	82747.90	86465.40	88805.80	84270.40	80291.70	81533.50	75509.60	70440.30	64357.20	63469.70	64483.80	65500.30	66588.90	69190.80	65962.90	85329.40	102168.90	111284.90	111472.10
Italy	Financial and insurance activities	55931.30	60498.60	58776.40	65176.70	65834.80	70631.00	73308.90	82291.30	81241.40	73896.80	76744.10	79271.40	78822.60	81920.50	86065.90	84786.80	82387.90	79614.30	79794.10	80226.60	81527.00	77623.50	90113.70	106736.90	111633.50
Italy	Industry (except construction)	246194.30	252455.70	257286.70	254749.90	261411.50	264148.60	276081.80	293101.70	292730.00	254476.50	265448.20	270502.40	264048.90	263541.90	265877.40	274001.50	287784.70	297225.40	306498.30	309885.10	284141.80	330290.10	362965.30	380452.50	364499.10
Italy	Information and communication	44096.50	50484.60	56272.70	56285.20	57491.00	58808.90	59030.20	60659.10	61041.60	61252.30	60865.10	60155.90	56877.20	53245.60	52022.40	52958.70	56314.30	57863.40	57941.30	58041.70	56724.90	61689.10	61935.00	66027.80	69239.40
Italy	Professional, scientific and technical activities; administrative and support service activities	107247.20	111054.90	116104.30	125080.50	128118.10	132075.30	132959.70	137723.90	142582.10	139217.40	142334.60	144726.60	142543.90	141138.70	143282.00	146128.90	149804.50	155837.80	164006.60	162746.70	159157.50	173905.40	189732.80	205045.60	212090.50
Italy	Public administration, defence, education, human health and social work activities	181170.30	191648.40	200593.40	211207.70	220177.70	230063.30	239406.30	242947.30	251931.10	257244.80	260216.90	261111.20	258329.00	257133.50	257870.20	257408.40	260119.50	263715.90	266829.30	267841.20	265914.20	281129.60	287943.20	296210.40	308364.30
Italy	Real estate activities	114913.80	123500.20	135127.30	144847.30	154972.10	160452.00	170294.30	176019.10	181269.10	185705.80	187002.60	193636.80	197811.60	198264.70	200289.30	206460.20	208539.90	210847.00	213400.20	217796.80	213196.50	216931.90	226687.80	238727.70	253099.30
Italy	Total - all NACE activities	1115546.20	1178148.10	1220342.30	1264275.00	1312780.20	1348360.10	1394329.20	1453436.50	1479747.80	1425773.80	1449486.70	1480015.20	1455350.50	1445573.70	1453767.70	1479703.70	1515428.70	1552004.00	1582453.40	1604269.80	1496321.90	1644016.40	1793606.60	1913567.00	1958459.60
Italy	Wholesale and retail trade, transport, accommodation and food service activities	240294.10	254360.70	256914.40	260793.80	269864.50	275104.40	280815.40	292019.30	295409.10	285367.90	290337.90	298299.90	291425.80	287856.70	293362.80	301594.30	313994.70	326728.80	332637.40	343833.50	284233.90	327399.50	372170.10	402707.50	415656.40
Kosovo*	Agriculture, forestry and fishing									398.40	298.80	381.20	370.50	357.20	427.60	441.90	435.60	493.30	470.90	435.70	510.80	498.50	551.00	657.60	698.90	712.60
Kosovo*	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies									33.70	34.40	36.20	38.90	41.60	42.80	43.60	44.90	48.10	50.10	52.80	42.50	40.10	42.00	42.80	47.70	50.10
Kosovo*	Construction									264.00	263.50	308.90	383.90	405.60	404.10	391.00	431.70	442.40	517.70	559.70	577.10	519.40	675.90	761.30	782.10	796.50
Kosovo*	Financial and insurance activities									129.70	130.80	153.90	175.00	195.30	216.00	221.80	214.50	182.40	196.20	237.30	272.60	277.30	294.80	348.60	416.90	442.60
Kosovo*	Industry (except construction)									692.70	747.10	781.20	869.60	914.10	974.70	1021.10	1097.20	1179.10	1232.10	1302.20	1334.30	1346.70	1508.50	1662.30	1768.20	1903.30
Kosovo*	Information and communication									50.20	54.40	62.30	71.40	76.80	85.10	95.90	101.20	107.70	113.30	124.40	130.80	134.60	150.10	178.30	198.00	207.90
Kosovo*	Professional, scientific and technical activities; administrative and support service activities									72.90	81.00	87.10	99.70	111.90	114.10	119.90	130.90	136.10	141.70	147.10	152.10	157.00	168.40	180.60	196.00	203.40
Kosovo*	Public administration, defence, education, human health and social work activities									296.80	348.00	423.00	513.00	556.10	587.50	636.60	683.70	708.50	729.80	784.90	831.80	882.10	892.70	906.80	1024.10	1071.70
Kosovo*	Real estate activities									346.00	360.30	356.50	360.40	384.20	407.70	415.50	424.30	441.60	456.70	474.80	490.40	493.40	512.60	544.60	572.20	578.60
Kosovo*	Total - all NACE activities									2945.60	2999.60	3319.80	3690.40	3910.90	4179.60	4359.10	4611.00	4847.20	5106.00	5379.80	5698.60	5590.50	6385.80	7145.00	7756.70	8124.90
Kosovo*	Wholesale and retail trade, transport, accommodation and food service activities									661.20	681.20	729.60	808.00	868.30	920.10	971.80	1047.00	1108.00	1197.50	1260.80	1356.30	1241.30	1590.00	1862.00	2052.70	2158.30
Latvia	Agriculture, forestry and fishing	383.00	411.50	455.40	411.40	490.20	511.60	563.10	745.80	722.00	605.00	723.30	718.60	751.50	706.60	824.20	844.00	814.60	943.10	1030.70	1139.30	1192.10	1358.10	1833.10	1540.70	1648.40
Latvia	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	197.00	216.60	240.30	236.20	281.60	346.40	444.10	603.10	619.80	456.50	458.80	480.00	570.10	602.00	611.10	668.70	715.00	772.60	840.20	864.30	687.60	701.10	932.10	1138.30	1243.20
Latvia	Construction	538.90	519.60	577.00	579.50	684.50	826.90	1308.00	2042.60	2238.60	1328.10	771.30	980.00	1177.50	1245.40	1295.50	1309.10	1177.50	1379.60	1609.80	1733.40	1681.00	1552.40	1814.30	2445.70	2409.80
Latvia	Financial and insurance activities	255.10	317.50	333.30	335.30	396.90	535.90	789.80	1044.80	1226.80	610.70	539.50	702.50	819.20	870.20	907.30	1042.00	1049.20	883.60	903.10	852.20	816.30	971.00	1140.40	1507.70	1622.90
Latvia	Industry (except construction)	1500.10	1615.30	1721.70	1654.60	1824.20	1956.00	2290.10	2870.10	3096.80	2633.50	2894.50	3094.50	3377.80	3334.60	3175.70	3388.30	3517.70	3765.70	3836.60	4061.40	4261.60	5256.90	5666.60	6093.80	5577.90
Latvia	Information and communication	432.20	519.50	530.60	507.50	518.20	559.10	627.00	723.80	854.30	719.70	750.10	761.20	849.90	915.70	951.00	1016.40	1116.70	1266.20	1452.10	1594.60	1666.40	1881.40	2156.00	2409.90	2495.40
Latvia	Professional, scientific and technical activities; administrative and support service activities	439.30	440.10	515.70	514.90	541.30	737.10	878.00	1285.60	1525.70	1177.20	1167.00	1210.00	1378.50	1439.20	1487.80	1571.80	1675.10	1810.70	1971.00	2051.30	2088.50	2261.00	2566.50	2857.60	2969.40
Latvia	Public administration, defence, education, human health and social work activities	1240.20	1306.80	1343.70	1412.00	1507.50	1722.50	2170.10	2960.50	3569.70	2934.20	2545.00	2670.70	2868.40	3033.40	3210.20	3371.00	3501.60	3763.50	4095.60	4448.50	4663.50	5337.10	5731.50	6396.30	6941.20
Latvia	Real estate activities	402.30	461.30	449.80	508.30	645.50	756.70	1030.50	1525.10	1483.40	1363.70	1246.00	1482.20	1714.40	1861.60	2082.20	1926.10	2012.60	1992.60	2161.50	2193.10	2224.00	2379.30	2556.40	2871.50	3049.50
Latvia	Total - all NACE activities	7511.80	8240.60	8840.50	8945.80	10034.20	11700.00	14459.80	19063.70	20904.60	16506.80	15587.20	16755.90	18716.70	19263.50	19950.50	20768.50	21280.00	22589.70	24287.90	25590.50	25367.00	28062.20	31532.30	34586.70	35008.40
Latvia	Wholesale and retail trade, transport, accommodation and food service activities	2123.60	2432.40	2673.10	2785.90	3144.30	3747.80	4359.20	5262.40	5567.60	4678.20	4491.70	4656.20	5209.60	5254.70	5405.50	5631.00	5699.90	6012.00	6387.20	6652.40	6086.10	6364.00	7135.30	7325.20	7050.70
Liechtenstein	Agriculture, forestry and fishing																	6.50	7.70	7.90	8.00	11.90	10.80	12.00		
Liechtenstein	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies																	54.70	68.10	74.40	88.90	86.60	104.70	145.70		
Liechtenstein	Construction																	212.80	235.00	224.40	238.60	245.80	233.60	272.50		
Liechtenstein	Financial and insurance activities																	724.60	592.00	629.40	637.00	586.00	730.60	530.80		
Liechtenstein	Industry (except construction)																	2152.40	2292.80	2141.60	2308.30	2018.50	2493.80	2576.20		
Liechtenstein	Information and communication																	93.20	76.90	103.50	99.10	105.50	161.50	238.80		
