Country	Sector	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024
Denmark	Industry (except construction)	33734.80	34030.80	34607.90	33960.70	35500.60	37308.40	40040.80	40131.10	42233.10	35735.00	37750.10	39207.00	40342.90	40967.50	40893.00	41431.30	43659.40	45728.80	47120.90	48967.50	46375.00	50578.00	61761.70	70371.90	77955.10
Denmark	Information and communication	6597.10	6861.20	7189.90	7704.20	7853.40	7860.60	8320.80	8626.00	9421.30	9782.70	9991.70	9906.30	9871.50	10523.10	10418.60	10963.50	11604.70	11801.40	11938.00	12909.70	13336.00	13826.50	14216.60	15263.10	16145.20
Denmark	Professional, scientific and technical activities; administrative and support service activities	10511.00	11215.00	11335.00	11535.10	12564.30	14160.10	15029.20	15627.00	17281.00	16984.20	17140.30	17387.80	17627.50	18790.80	19238.60	20856.80	23454.00	24238.60	25510.50	25776.90	25716.50	30200.40	29885.80	32409.70	34343.40
Denmark	Public administration, defence, education, human health and social work activities	33534.20	35185.00	36805.70	37796.60	39170.70	40039.90	41817.70	42851.70	45615.80	48617.50	50377.30	49933.40	50972.90	51232.50	52167.00	53024.10	53618.20	54432.70	55623.10	56884.50	58023.90	61388.70	63049.50	64743.80	68237.10
Denmark	Real estate activities	13962.60	14828.90	15567.20	16347.40	16902.60	17698.10	18220.70	18823.70	19069.60	20170.70	21544.00	22861.60	23090.80	23579.40	24615.00	25287.10	26326.10	27631.50	28565.20	29827.90	31010.10	31859.80	33383.40	34501.80	35207.10
Denmark	Total - all NACE activities	153239.70	158596.10	163234.30	166627.90	174060.50	181404.80	191977.10	198617.00	208477.30	200452.60	210164.90	214063.80	219552.40	224650.00	230431.50	236102.60	244843.60	255937.60	261071.10	268551.80	271165.30	299078.60	335283.50	331373.40	347741.60
Denmark	Wholesale and retail trade, transport, accommodation and food service activities	30637.50	31330.70	32650.80	33401.90	35047.40	36620.80	38508.20	41020.10	41132.30	37407.80	41090.90	41728.90	42446.30	45278.60	47762.90	48746.50	48242.30	51282.70	51573.40	52698.50	54930.70	67533.00	87737.20	64066.00	65776.90
Estonia	Agriculture, forestry and fishing	239.80	244.10	278.00	302.60	353.90	372.90	426.70	643.80	565.30	349.20	467.50	613.70	594.00	584.00	634.40	589.70	459.70	568.70	541.80	645.10	538.20	604.60	887.40	735.70	755.80
Estonia	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	145.80	166.40	194.40	220.00	247.70	285.50	328.90	385.80	350.40	299.20	289.50	315.40	351.60	395.10	427.70	450.00	475.40	529.70	591.60	642.90	635.00	744.40	897.00	1003.60	1054.60
Estonia	Construction	327.10	367.90	435.80	514.60	604.40	854.50	1167.60	1515.20	1419.00	869.00	750.40	1008.70	1154.40	1163.60	1079.10	1098.50	1229.50	1379.70	1561.80	1692.70	1675.10	1801.60	2058.80	2105.00	2100.80
Estonia	Financial and insurance activities	234.80	257.20	310.90	294.70	336.00	412.40	505.90	700.70	793.70	558.40	649.40	663.70	699.90	670.50	716.00	779.10	794.90	861.00	948.20	1080.10	1188.80	1269.90	1467.20	2025.50	2250.60
Estonia	Industry (except construction)	1208.50	1404.10	1558.20	1768.80	1882.20	2124.30	2488.90	2887.50	2923.80	2420.50	2792.70	3234.80	3300.60	3565.50	3830.30	3758.30	3925.90	4257.00	4595.40	4660.40	4390.30	5323.70	6446.60	6197.80	5992.60
Estonia	Information and communication	287.20	309.20	345.90	387.50	424.00	468.40	543.30	654.60	733.30	680.30	681.10	739.50	804.60	849.00	906.00	978.20	1056.30	1189.10	1402.40	1624.60	1818.30	1929.40	2365.60	2567.70	2951.90
Estonia	Professional, scientific and technical activities; administrative and support service activities	264.60	324.40	386.90	494.80	597.20	750.00	906.00	1108.60	1189.80	1075.00	1109.50	1239.00	1354.40	1435.40	1498.30	1539.60	1635.50	1860.90	2098.90	2275.30	2266.30	2700.20	3107.10	3135.80	3140.30
Estonia	Public administration, defence, education, human health and social work activities	804.60	876.00	966.30	1071.10	1183.40	1342.60	1506.90	1846.80	2153.30	2062.80	2002.40	2118.60	2213.40	2401.40	2563.80	2762.10	2912.10	3151.10	3439.00	3757.10	4031.10	4386.20	4844.70	5596.90	6009.00
Estonia	Real estate activities	626.40	714.50	741.00	778.70	839.70	967.30	1125.60	1306.70	1364.40	1287.50	1221.10	1375.90	1632.70	1844.70	1975.00	2202.90	2374.10	2637.00	2757.20	2972.70	2892.20	3178.30	3765.70	3739.40	3773.50
Estonia	Total - all NACE activities	5512.90	6232.00	6964.80	7809.90	8666.80	10054.90	11937.50	14406.60	14805.20	12238.40	12844.40	14643.00	15754.50	16755.80	17742.70	18203.70	19112.30	21075.60	22991.80	24742.40	24419.90	27521.80	32163.30	33685.20	34561.70
Estonia	Wholesale and retail trade, transport, accommodation and food service activities	1373.90	1568.20	1747.50	1977.10	2198.50	2476.90	2937.70	3356.90	3312.20	2636.50	2880.80	3333.80	3648.90	3846.60	4112.20	4045.30	4249.10	4641.40	5055.60	5391.50	4984.50	5583.40	6323.10	6577.70	6532.60
Euro area - 12 countries (2001-2006)	Agriculture, forestry and fishing	142015.30	148645.70	143888.40	143558.20	147470.80	135019.40	132192.80	143843.80	140654.90	124437.50	139461.70	147158.10	148175.80	150973.10	152360.90	154403.90	153520.30	168546.00	166920.40	170154.40	164416.80	176335.70	205907.30	207770.30	214456.30
Euro area - 12 countries (2001-2006)	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	212720.80	221832.50	230397.70	236462.80	247446.90	257221.50	268947.70	279549.60	292579.90	295752.80	300162.10	306833.20	307468.70	308222.80	314081.10	322170.30	326907.50	337236.90	343965.90	354449.10	302997.30	316702.10	370258.40	399742.30	418982.80
Euro area - 12 countries (2001-2006)	Construction	353132.50	370712.50	384278.00	402313.70	424294.50	445352.00	484663.30	511297.50	525117.20	498752.30	470175.50	464047.70	445797.10	437420.30	433570.70	438521.40	454017.00	474810.00	499472.00	530116.10	523821.70	570626.20	622494.80	692057.10	711137.30
Euro area - 12 countries (2001-2006)	Financial and insurance activities	297615.30	308266.50	321577.50	344665.30	372337.80	385561.20	402953.00	421202.60	412972.00	432323.70	447997.60	447381.00	451782.50	446858.60	467233.70	475182.50	467713.20	460994.80	471149.90	476605.60	483540.70	507431.90	528811.90	578599.00	609625.20
Euro area - 12 countries (2001-2006)	Industry (except construction)	1378521.60	1419779.40	1431551.90	1436566.60	1482608.50	1513282.80	1589942.10	1671289.60	1672316.10	1487586.00	1592144.00	1654171.20	1659187.90	1658450.20	1696855.50	1804705.50	1851872.10	1917835.10	1969042.80	2012069.70	1904333.00	2091264.50	2337729.50	2509310.90	2453622.60
Euro area - 12 countries (2001-2006)	Information and communication	284425.00	312920.30	332919.40	330454.80	346506.00	352108.20	367390.90	385500.30	391871.50	384933.80	383010.30	393088.30	394586.00	396245.70	402570.30	415622.60	432983.10	457554.00	486516.90	517558.00	527558.80	584595.10	614031.70	661669.00	699213.30
Euro area - 12 countries (2001-2006)	Professional, scientific and technical activities; administrative and support service activities	637109.80	672502.80	693982.10	717284.90	738207.00	775881.90	821429.00	883643.80	926311.90	879165.80	904284.00	935667.20	942874.00	969642.60	1007063.80	1055264.10	1100294.50	1157662.90	1222277.40	1262759.80	1209547.00	1333293.80	1457551.10	1559398.90	1631347.10
Euro area - 12 countries (2001-2006)	Public administration, defence, education, human health and social work activities	1117613.00	1171502.20	1234022.10	1285356.20	1335940.00	1387034.90	1438332.10	1490384.60	1562827.80	1628098.20	1660246.00	1688511.00	1705460.50	1733560.00	1765089.80	1796106.30	1839474.00	1893976.30	1944924.70	2013301.80	2042816.20	2150979.60	2265744.50	2394033.90	2534180.70
Euro area - 12 countries (2001-2006)	Real estate activities	627469.00	659265.80	694896.20	725734.60	765513.00	811119.60	874597.80	937215.10	976981.70	953383.70	975821.90	1016549.30	1021754.40	1047430.30	1065155.30	1091864.50	1115528.40	1145510.30	1172937.00	1206032.30	1212656.20	1245931.90	1307230.90	1426244.50	1500565.50
Euro area - 12 countries (2001-2006)	Total - all NACE activities	6234302.60	6540023.10	6760460.20	6953740.10	7239145.00	7483064.40	7853032.70	8275025.80	8505849.90	8242658.60	8446136.40	8667762.30	8683911.30	8764869.30	8963753.10	9279252.20	9521447.00	9871002.70	10185742.70	10522772.60	10114853.00	10923808.00	11964488.40	12788774.00	13221882.20
Euro area - 12 countries (2001-2006)	Wholesale and retail trade, transport, accommodation and food service activities	1183680.40	1254595.20	1292947.00	1331343.10	1378820.40	1420482.90	1472584.10	1551099.00	1604216.90	1558224.70	1572833.30	1614355.20	1606824.40	1616065.80	1659772.10	1725411.10	1779137.00	1856876.40	1908535.40	1979725.60	1743165.20	1946647.30	2254728.20	2359948.20	2448751.30
Euro area - 19 countries  (2015-2022)	Agriculture, forestry and fishing	144817.60	151614.60	147119.40	146608.80	150777.90	138594.20	136005.90	148612.00	145702.90	128383.60	143674.80	152121.60	153302.00	156154.20	158164.30	159959.70	158947.50	174311.30	172998.10	176336.00	170953.90	183443.10	214860.00	216023.60	222975.00
Euro area - 19 countries  (2015-2022)	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	214876.30	224187.30	232989.20	239140.50	250333.80	260653.30	272758.00	284188.60	297484.50	300976.10	305763.30	312662.70	313700.60	314583.10	320952.10	329831.90	334651.40	345638.10	353079.10	363446.80	311036.60	325899.60	379559.90	410018.50	429969.50
Euro area - 19 countries  (2015-2022)	Construction	358133.20	375959.50	390260.10	408949.40	431793.80	454224.10	496129.00	526246.90	542745.90	512611.50	482529.70	476835.20	459005.40	449792.30	446611.50	452049.60	467536.70	489821.50	515990.60	547411.40	541334.60	590256.70	644418.00	717347.80	737590.90
Euro area - 19 countries  (2015-2022)	Financial and insurance activities	300622.40	311388.10	325304.40	348578.60	376707.50	390709.10	409106.10	428527.30	420997.70	439640.50	455777.70	455632.80	460012.40	455292.60	475847.70	484366.20	476715.00	469766.80	480483.50	486486.00	494146.50	519645.60	542067.00	595716.50	628676.00
Euro area - 19 countries  (2015-2022)	Industry (except construction)	1396717.20	1439453.90	1452331.50	1459695.60	1508580.80	1541365.50	1621966.80	1708045.40	1711492.80	1520389.30	1628352.60	1693401.10	1699682.40	1698789.60	1739440.60	1848583.30	1896133.80	1964022.90	2018651.50	2065419.30	1956368.50	2147215.30	2399432.30	2579546.00	2524264.00
Euro area - 19 countries  (2015-2022)	Information and communication	287738.50	316707.90	336919.20	334740.10	351124.30	357205.40	373078.70	392197.10	399327.80	392395.60	390859.20	401035.40	403159.60	404881.30	411421.10	425044.50	443343.60	468896.60	498587.50	530895.10	541923.50	600911.20	633476.30	683485.80	722664.70
Euro area - 19 countries  (2015-2022)	Professional, scientific and technical activities; administrative and support service activities	642143.10	677885.90	700229.00	724088.80	745722.10	784433.00	831389.20	895983.80	940691.30	893024.80	918821.00	950582.70	958576.10	985990.00	1024502.70	1074342.70	1120478.30	1179862.50	1246335.10	1286680.70	1232876.10	1360332.40	1488179.80	1593439.10	1667255.90
Euro area - 19 countries  (2015-2022)	Public administration, defence, education, human health and social work activities	1130454.10	1185295.00	1248830.30	1301441.20	1353024.50	1405496.30	1459003.00	1514067.20	1589980.10	1656028.90	1688193.30	1716851.50	1734688.00	1763328.10	1794850.10	1826903.10	1872497.20	1928940.90	1982368.80	2054296.50	2086709.10	2199339.60	2317521.10	2451696.00	2596950.10
Euro area - 19 countries  (2015-2022)	Real estate activities	633660.70	666011.20	702078.10	733229.50	774105.00	820232.90	885206.10	950093.30	991851.00	968328.20	990647.50	1031960.90	1038290.40	1065889.30	1081907.90	1109239.30	1134575.80	1165480.90	1194387.90	1228349.10	1235757.20	1271419.90	1336355.90	1457459.80	1533578.30
Euro area - 19 countries  (2015-2022)	Total - all NACE activities	6310895.90	6622737.30	6849871.20	7050431.90	7345663.50	7601464.90	7988307.80	8435859.00	8685353.90	8406819.30	8616079.10	8847180.00	8870272.30	8954073.40	9158620.50	9482054.00	9730985.00	10094402.50	10425719.60	10777218.80	10368455.50	11204726.10	12280427.80	13140288.20	13589928.00
Euro area - 19 countries  (2015-2022)	Wholesale and retail trade, transport, accommodation and food service activities	1201732.80	1274233.80	1313810.20	1353959.50	1403493.80	1448551.20	1503665.10	1587897.50	1645080.10	1595040.80	1611459.90	1656096.00	1649855.50	1659372.90	1704922.50	1771733.80	1826105.60	1907661.10	1962837.70	2037898.00	1797349.60	2006262.70	2324557.50	2435555.10	2526003.70
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Agriculture, forestry and fishing	134431.30	148645.70	143888.40	143558.20	147470.80	135019.40	132192.80	144554.00	141783.60	126746.90	141635.20	150309.80	151220.90	154215.30	156912.00	159959.70	158947.50	174311.30	172998.10	176336.00	170953.90	183443.10	214860.00	218643.60	225886.60
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	209183.90	221832.50	230397.70	236462.80	247446.90	257221.50	268947.70	280356.00	294706.70	299718.70	304550.70	311700.80	312609.30	313385.60	320275.40	329831.90	334651.40	345638.10	353079.10	363446.80	311036.60	325899.60	379559.90	412006.70	432114.60
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Construction	345061.30	370712.50	384278.00	402313.70	424294.50	445352.00	484663.30	513714.00	530111.70	508813.30	479541.70	473970.50	455966.40	446428.00	444147.00	452049.60	467536.70	489821.50	515990.60	547411.40	541334.60	590256.70	644418.00	721844.20	743085.80
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Financial and insurance activities	291976.50	308266.50	321577.50	344665.30	372337.80	385561.20	402953.00	422621.60	416251.50	437851.90	453875.50	454179.30	458566.80	453715.80	475185.20	484366.20	476715.00	469766.80	480483.50	486486.00	494146.50	519645.60	542067.00	598888.60	632137.90
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Industry (except construction)	1360800.50	1419779.40	1431551.90	1436566.60	1482608.50	1513282.80	1589942.10	1679562.90	1683157.80	1510187.20	1616880.80	1683383.00	1688792.30	1687940.70	1731810.60	1848583.30	1896133.80	1964022.90	2018651.50	2065419.30	1956368.50	2147215.30	2399432.30	2591447.80	2535728.90
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Information and communication	280707.30	312920.30	332919.40	330454.80	346506.00	352108.20	367390.90	386717.60	394031.40	390044.10	388512.40	399397.70	401407.00	402952.40	410394.50	425044.50	443343.60	468896.60	498587.50	530895.10	541923.50	600911.20	633476.30	687241.40	726665.10
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Professional, scientific and technical activities; administrative and support service activities	629789.20	672502.80	693982.10	717284.90	738207.00	775881.90	821429.00	886314.20	931148.00	889217.90	915133.50	947832.70	955514.60	982709.50	1022530.60	1074342.70	1120478.30	1179862.50	1246335.10	1286680.70	1232876.10	1360332.40	1488179.80	1598034.00	1672345.90
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Public administration, defence, education, human health and social work activities	1097747.60	1171502.20	1234022.10	1285356.20	1335940.00	1387034.90	1438332.10	1495096.80	1572289.90	1646772.70	1679660.20	1710030.90	1727531.00	1755827.30	1790198.30	1826903.10	1872497.20	1928940.90	1982368.80	2054296.50	2086709.10	2199339.60	2317521.10	2462753.80	2609923.50
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Real estate activities	611084.20	659265.80	694896.20	725734.60	765513.00	811119.60	874597.80	939428.60	981127.00	963892.30	986537.60	1028783.90	1034748.30	1062081.80	1079820.80	1109239.30	1134575.80	1165480.90	1194387.90	1228349.10	1235757.20	1271419.90	1336355.90	1463318.30	1539915.00
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Total - all NACE activities	6111725.30	6540023.10	6760460.20	6953740.10	7239145.00	7483064.40	7853032.70	8305630.20	8560796.40	8353811.60	8562940.00	8802620.30	8821685.00	8903395.00	9125882.60	9482054.00	9730985.00	10094402.50	10425719.60	10777218.80	10368455.50	11204726.10	12280427.80	13205412.20	13660869.50
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)	Wholesale and retail trade, transport, accommodation and food service activities	1150943.40	1254595.20	1292947.00	1331343.10	1378820.40	1420482.90	1472584.10	1557264.40	1616188.80	1580566.50	1596612.50	1643031.60	1635328.50	1644138.60	1694608.20	1771733.80	1826105.60	1907661.10	1962837.70	2037898.00	1797349.60	2006262.70	2324557.50	2451233.70	2543066.10
Euro area â 20 countries (from 2023)	Agriculture, forestry and fishing	145991.50	152901.90	148512.30	147829.80	152271.50	140018.60	137621.80	150251.30	147587.30	130211.80	145350.60	153780.20	154775.40	157694.00	159465.40	161307.80	160403.10	175762.40	174563.00	177929.00	172540.90	185405.00	217153.80	218643.60	225886.60
Euro area â 20 countries (from 2023)	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	215369.20	224758.90	233669.20	239846.00	251084.70	261520.30	273746.30	285227.70	298632.50	302133.80	306989.20	313908.20	314946.00	315867.90	322246.60	331100.00	336075.10	347192.80	354744.00	365288.20	312567.00	327579.70	381495.70	412006.70	432114.60
Euro area â 20 countries (from 2023)	Construction	359083.10	377127.00	391554.00	410629.00	433687.80	456444.50	498661.30	529049.90	545923.40	515432.20	484651.90	478777.90	460632.60	451416.30	448203.50	453712.70	469324.40	491720.30	518160.50	549915.50	543895.40	593158.40	647765.30	721844.20	743085.80
Euro area â 20 countries (from 2023)	Financial and insurance activities	301479.70	312413.40	326482.00	349982.20	378189.80	392548.40	411076.40	430803.10	423525.70	442146.80	458413.20	458395.00	462509.60	457619.30	478178.70	486720.10	479158.50	472331.70	483037.50	488984.50	496307.10	522210.50	544767.90	598888.60	632137.90
Euro area â 20 countries (from 2023)	Industry (except construction)	1401486.70	1444460.50	1457627.70	1465255.60	1514850.00	1547902.10	1628942.20	1715433.60	1719365.90	1527975.30	1636056.20	1701298.60	1707495.20	1706352.90	1746993.60	1856186.00	1903992.50	1972050.60	2026712.10	2073832.50	1964000.20	2155749.60	2409651.40	2591447.80	2535728.90
Euro area â 20 countries (from 2023)	Information and communication	288668.70	317822.00	338178.90	336031.00	352524.40	358728.70	374725.30	393958.50	401324.50	394311.10	392820.40	402900.60	404961.50	406625.30	413088.40	426708.10	445082.70	470779.30	500628.00	533078.40	544416.90	603740.50	636960.50	687241.40	726665.10
Euro area â 20 countries (from 2023)	Professional, scientific and technical activities; administrative and support service activities	643054.30	678947.10	701521.80	725594.00	747419.70	786476.20	833870.10	899023.10	944071.60	896145.90	921924.60	953617.90	961544.70	988951.10	1027472.30	1077314.20	1123602.90	1183200.40	1249848.90	1290374.90	1236050.30	1363916.10	1492524.60	1598034.00	1672345.90
Euro area â 20 countries (from 2023)	Public administration, defence, education, human health and social work activities	1134233.00	1189080.20	1252890.80	1305715.80	1357774.90	1410519.20	1464414.40	1520031.20	1596368.20	1662723.00	1695056.30	1723636.60	1741333.50	1769811.70	1801230.30	1833351.30	1879215.80	1935945.00	1989787.90	2062155.00	2094772.60	2208019.50	2326767.10	2462753.80	2609923.50
Euro area â 20 countries (from 2023)	Real estate activities	635483.10	667968.00	704195.20	735470.40	776536.20	822892.20	888140.00	953578.50	995487.00	971922.30	994223.60	1035627.70	1041933.50	1069490.10	1085517.20	1112907.50	1138319.10	1169321.20	1198289.30	1232508.50	1239903.70	1275852.10	1341419.10	1463318.30	1539915.00
Euro area â 20 countries (from 2023)	Total - all NACE activities	6330448.80	6644278.90	6873712.20	7076346.90	7374123.60	7632507.80	8022436.50	8473356.50	8726353.50	8445999.60	8655100.80	8886233.60	8908028.80	8991406.50	9195429.90	9519647.00	9770273.00	10135741.30	10469077.80	10822726.40	10410435.00	11252606.30	12336731.20	13205412.20	13660869.50
Euro area â 20 countries (from 2023)	Wholesale and retail trade, transport, accommodation and food service activities	1205599.40	1278799.90	1319080.20	1359993.20	1409784.50	1455457.70	1511238.70	1595999.50	1654067.40	1602997.30	1619614.90	1664290.90	1657897.00	1667578.00	1713034.00	1780339.20	1835099.00	1917437.50	1973306.70	2048659.80	1805980.90	2016975.00	2338225.90	2451233.70	2543066.10
European Union - 27 countries (from 2020)	Agriculture, forestry and fishing	171655.70	182185.60	175442.20	174078.30	183063.00	167801.80	167181.60	182870.30	182084.10	158700.30	177445.00	192257.20	191562.40	196504.60	198061.90	197466.30	197711.90	219056.70	215678.70	221342.00	216165.30	232331.50	271505.60	277714.30	284461.60
European Union - 27 countries (from 2020)	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	234670.00	245045.10	255561.40	261974.60	273934.70	286774.40	301067.70	314975.90	330804.20	332555.30	339304.00	348908.40	350464.70	351823.30	358858.60	369768.30	375344.30	389486.40	398785.30	411303.60	355126.70	372517.50	432119.20	469621.40	495936.40
European Union - 27 countries (from 2020)	Construction	400625.50	421848.10	438206.20	456596.80	484533.10	514550.00	565409.60	607416.30	634467.60	595854.70	565306.30	564998.30	546077.70	534513.70	534810.50	547819.80	562784.00	590773.40	627896.50	666626.90	659294.90	714278.20	781482.40	872715.20	898767.80
European Union - 27 countries (from 2020)	Financial and insurance activities	332830.30	344027.00	357046.40	381494.30	413080.80	431530.10	451645.30	478027.60	477784.00	492255.10	514113.00	517900.60	523101.80	520591.00	542432.90	552278.60	544966.20	539956.10	553157.40	560460.60	570919.90	602974.40	640516.80	705835.20	746920.90
European Union - 27 countries (from 2020)	Industry (except construction)	1582051.10	1630262.80	1651344.30	1658592.50	1725032.20	1779425.50	1884348.10	1997359.00	2022297.80	1787343.70	1934221.60	2024256.60	2025716.00	2016330.50	2068124.80	2197452.50	2252114.60	2335880.80	2400971.80	2464427.60	2337186.40	2573014.70	2901402.30	3125157.10	3073823.40
European Union - 27 countries (from 2020)	Information and communication	322662.80	354760.50	378080.10	376928.90	398373.20	407552.30	427747.40	452541.20	465114.70	452387.00	454247.10	467594.00	471703.00	477070.10	484622.40	504431.00	523956.50	552421.60	588935.10	632223.40	649902.30	724332.80	768652.30	829461.10	879839.40
European Union - 27 countries (from 2020)	Professional, scientific and technical activities; administrative and support service activities	693904.40	733480.40	758745.40	783137.10	809215.20	855671.60	911945.60	986686.50	1040762.40	983758.80	1019149.00	1057513.60	1070023.80	1105018.90	1145982.90	1206040.60	1258223.30	1331672.10	1405349.20	1454839.30	1397142.60	1542188.60	1686909.50	1819321.70	1916737.30
European Union - 27 countries (from 2020)	Public administration, defence, education, human health and social work activities	1265039.20	1327339.00	1402695.50	1459272.70	1517035.00	1582121.30	1647178.80	1715235.10	1808723.10	1863513.90	1918073.70	1953328.50	1976511.30	2012733.20	2049798.40	2085507.50	2141093.10	2213933.40	2281985.70	2368470.00	2410581.10	2550233.30	2685126.20	2853514.60	3040118.70
European Union - 27 countries (from 2020)	Real estate activities	698741.90	732678.60	773479.00	805432.80	847629.10	901101.70	973081.90	1047601.40	1095427.20	1067233.20	1100929.50	1148082.30	1156511.50	1185447.40	1204018.50	1234039.70	1264795.30	1304830.70	1341042.10	1389487.10	1399362.40	1445686.00	1524603.30	1664805.80	1757076.00
European Union - 27 countries (from 2020)	Total - all NACE activities	7058269.70	7409922.80	7677659.70	7884009.80	8238303.10	8579077.90	9057498.20	9618996.50	9970089.20	9566310.60	9888175.10	10193151.30	10241658.40	10344243.40	10578982.40	10970375.30	11255532.60	11722613.60	12127195.00	12574391.30	12147280.10	13170217.30	14487828.00	15537979.00	16142824.80
European Union - 27 countries (from 2020)	Wholesale and retail trade, transport, accommodation and food service activities	1356088.90	1438295.70	1487059.20	1526501.80	1586406.80	1652549.10	1727892.20	1836283.30	1912624.10	1832708.60	1865386.00	1918311.70	1929986.10	1944210.60	1992271.50	2075571.10	2134543.30	2244602.40	2313393.30	2405210.80	2151598.40	2412660.00	2795510.30	2919832.70	3049143.30
Finland	Agriculture, forestry and fishing	4030.00	3998.00	3968.00	3848.00	3778.00	3752.00	3460.00	4453.00	4284.00	4096.00	4453.00	4465.00	4385.00	4501.00	4565.00	4331.00	4508.00	4647.00	4903.00	5223.00	5296.00	5371.00	5965.00	6379.00	6809.00
Finland	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	2918.00	3139.00	3279.00	3430.00	3633.00	3843.00	4114.00	4356.00	4695.00	4925.00	5124.00	5345.00	5474.00	5572.00	5605.00	5697.00	5811.00	5948.00	6115.00	6408.00	6051.00	6304.00	6683.00	7114.00	7234.00
Finland	Construction	7344.00	7464.00	7254.00	7652.00	8329.00	9256.00	9904.00	11040.00	11824.00	10733.00	10724.00	11068.00	11406.00	11327.00	11085.00	11472.00	12534.00	13637.00	14546.00	14966.00	15368.00	14924.00	15211.00	14925.00	13756.00
Finland	Financial and insurance activities	3936.00	4214.00	3726.00	3503.00	3769.00	4127.00	4499.00	5174.00	4939.00	4911.00	4676.00	4897.00	4984.00	4863.00	5759.00	5832.00	6173.00	6516.00	6536.00	6028.00	6175.00	7046.00	8100.00	10078.00	9470.00
Finland	Industry (except construction)	35758.00	37293.00	37455.00	37158.00	38303.00	38918.00	42382.00	46335.00	45607.00	35904.00	38543.00	38423.00	35400.00	36084.00	36389.00	37511.00	38109.00	41350.00	41368.00	42628.00	41902.00	45358.00	51804.00	49130.00	49120.00
Finland	Information and communication	5735.00	6858.00	7324.00	7196.00	7811.00	7190.00	7139.00	7933.00	8219.00	8087.00	8208.00	8573.00	8949.00	9295.00	9820.00	10285.00	10679.00	11332.00	11711.00	12305.00	12670.00	13796.00	14064.00	15062.00	15474.00
Finland	Professional, scientific and technical activities; administrative and support service activities	6613.00	7368.00	7666.00	8044.00	8762.00	9454.00	10277.00	11575.00	12947.00	12557.00	13070.00	14044.00	14605.00	14799.00	14863.00	15091.00	15605.00	16779.00	18020.00	18998.00	18558.00	19533.00	20755.00	21219.00	21825.00
Finland	Public administration, defence, education, human health and social work activities	21792.00	23166.00	24280.00	25446.00	26697.00	28089.00	29111.00	30621.00	32724.00	33916.00	34930.00	36504.00	38143.00	38820.00	39079.00	39471.00	39595.00	39210.00	40383.00	41667.00	42394.00	44872.00	46983.00	50444.00	52374.00
Finland	Real estate activities	11275.00	11989.00	12778.00	13500.00	14138.00	14680.00	15288.00	16097.00	17462.00	17904.00	18376.00	19578.00	20113.00	20896.00	21714.00	22961.00	23788.00	24593.00	25664.00	26501.00	27287.00	28221.00	28892.00	29943.00	30630.00
Finland	Total - all NACE activities	119325.00	127287.00	130172.00	132388.00	139016.00	143900.00	150722.00	164129.00	170928.00	159054.00	164666.00	171239.00	173004.00	175160.00	177368.00	181406.00	185593.00	194113.00	199751.00	205950.00	204507.00	215307.00	231139.00	238990.00	241374.00
Finland	Wholesale and retail trade, transport, accommodation and food service activities	19924.00	21798.00	22442.00	22611.00	23796.00	24591.00	24548.00	26545.00	28227.00	26021.00	26562.00	28342.00	29545.00	29003.00	28489.00	28755.00	28791.00	30101.00	30505.00	31226.00	28806.00	29882.00	32682.00	34696.00	34682.00
